Wall time,Step,Value
1519514616.1260252,1063,1.0
1519514616.784592,1064,0.9375
1519514617.4369366,1065,0.90625
1519514618.1053731,1066,1.0
1519514618.7752666,1067,0.9375
1519514619.4600978,1068,0.90625
1519514620.1370058,1069,0.9375
1519514620.7965689,1070,0.9375
1519514621.447027,1071,0.84375
1519514622.1106696,1072,0.9375
1519514622.7759137,1073,0.9375
1519514623.4329965,1074,1.0
1519514624.1244464,1075,1.0
1519514624.801395,1076,1.0
1519514625.4693835,1077,0.9375
1519514626.1284204,1078,0.90625
1519514626.8010716,1079,0.9375
1519514627.205439,1080,1.0
1519514632.1251993,1081,0.875
1519514632.7916362,1082,1.0
1519514633.45118,1083,0.96875
1519514634.1101186,1084,0.84375
1519514634.7717803,1085,0.875
1519514635.4470215,1086,0.875
1519514636.1077683,1087,0.84375
1519514637.4179971,1089,0.96875
1519514638.7591455,1091,0.9375
1519514639.4227867,1092,0.96875
1519514640.08742,1093,0.9375
1519514640.7357588,1094,0.9375
1519514641.3966727,1095,0.90625
1519514642.7346885,1097,0.9375
1519514644.046674,1099,0.9375
1519514644.7209063,1100,0.875
1519514645.3803797,1101,0.9375
1519514646.0377395,1102,0.875
1519514647.361144,1104,0.9375
1519514648.02992,1105,1.0
1519514648.6850646,1106,0.90625
1519514649.3803267,1107,0.96875
1519514650.0361037,1108,0.90625
1519514651.3636477,1110,0.96875
1519514652.0165744,1111,0.96875
1519514652.6801362,1112,0.90625
1519514653.3393881,1113,1.0
1519514654.6789887,1115,0.90625
1519514655.3456924,1116,0.96875
1519514656.015185,1117,0.90625
1519514657.992422,1120,1.0
1519514658.6549346,1121,0.96875
1519514659.3212018,1122,0.84375
1519514659.9853477,1123,0.96875
1519514660.6521297,1124,0.9375
1519514661.3195624,1125,0.90625
1519514661.9836183,1126,1.0
1519514662.6570048,1127,1.0
1519514663.3280554,1128,0.90625
1519514664.0042462,1129,0.875
1519514664.659462,1130,0.96875
1519514665.337912,1131,0.9375
1519514665.999555,1132,1.0
1519514667.3197942,1134,0.96875
1519514667.9938958,1135,0.96875
1519514668.6501236,1136,0.9375
1519514669.986942,1138,0.90625
1519514670.6606967,1139,0.90625
1519514671.0632672,1140,1.0
1519514676.0753825,1141,0.875
1519514676.7741199,1142,0.90625
1519514677.4382224,1143,1.0
1519514678.1121614,1144,0.875
1519514678.782551,1145,0.9375
1519514679.4408529,1146,1.0
1519514680.1108563,1147,0.8125
1519514680.7728493,1148,0.96875
1519514682.1100667,1150,1.0
1519514682.7763174,1151,0.96875
1519514683.4308438,1152,0.9375
1519514684.1048262,1153,0.90625
1519514684.7823672,1154,0.9375
1519514685.4508388,1155,0.90625
1519514686.1734128,1156,0.90625
1519514686.8278449,1157,0.96875
1519514687.4855247,1158,0.96875
1519514688.1587749,1159,0.96875
1519514688.8252442,1160,1.0
1519514689.482449,1161,0.9375
1519514690.1456993,1162,0.9375
1519514690.7998524,1163,0.96875
1519514692.1246095,1165,0.96875
1519514692.7901714,1166,0.9375
1519514693.4450023,1167,1.0
1519514694.1078844,1168,0.9375
1519514694.7630935,1169,0.9375
1519514695.4223926,1170,0.90625
1519514696.087037,1171,0.96875
1519514698.737855,1175,0.9375
1519514699.4070208,1176,0.96875
1519514700.0589232,1177,0.78125
1519514700.7153308,1178,0.90625
1519514702.0312803,1180,1.0
1519514702.6968193,1181,0.9375
1519514703.3617759,1182,0.90625
1519514704.029771,1183,1.0
1519514704.690523,1184,0.9375
1519514706.0094407,1186,1.0
1519514706.6673114,1187,0.9375
1519514707.3230782,1188,0.90625
1519514707.987985,1189,0.9375
1519514708.6478274,1190,0.9375
1519514709.326087,1191,0.96875
1519514709.9803922,1192,0.875
1519514710.6602395,1193,1.0
1519514711.315289,1194,1.0
1519514711.9696739,1195,1.0
1519514712.6406794,1196,0.96875
1519514713.3025413,1197,0.9375
1519514713.9669478,1198,0.96875
1519514714.638651,1199,0.96875
1519514715.0425053,1200,1.0
